Date,Loc,TempLow,TempHigh,Steaming,Sun,WindDir,WindSpeed,DayWindDir,NightWindDir,DayWindSpeed,NightWindSpeed,DayHumidity,NightHumidity,DayPressure,NightPressure,DayCloud,NightCloud,DayTemp,NightTemp,Weather,RISK_MM
,,14.8,29.2,,13.4,ENE,37,ENE,,22,13,50.0381888,69.50647648,,1014.4,4.167265902,2,18.6,,0,0.2
2011/3/21,Bendigo,21.4,34.6,,7.993227011,WSW,,SW,NW,4,15,35.05773699,,1007.4,,,1,26.1,32,0,0
2015/2/23,,,20.4,,6.4,SSE,31,SW,SE,9,,,56.23161125,1023.7,,,1,16.1,19.2,0,0
2016/11/6,Canberra,6,,5.694960464,7.993227011,S,56,SSW,S,,,,63.68794798,,1010.3,4.167265902,4.27812027,16.3,18.2,0,0
2012/3/18,Dartmoor,4.9,,0.8,0,ESE,20,,WNW,,2,52.06864231,,1023.2,1017.2,4.167265902,4.27812027,,15.9,0,
,Moree,9.8,26.6,,7.993227011,WSW,35,NNE,W,,20,,56.3234325,,,4.167265902,,19.3,,0,0
,,-0.6,2.1,5.694960464,7.993227011,WSW,52,,,,,,54.11682723,1018.03427,1015.465952,4.167265902,,-0.4,-0.1,1,4.6
2017/1/10,Tuggeranong,-0.2,12.9,5.694960464,7.993227011,,39.38314977,,ESE,0,9,61.7357836,75.82395414,1032.1,,,4.27812027,,12.2,0,0
,MountGambier,2.1,17.8,1.4,,N,41,,NNW,19,24,57.21931995,61.03405198,1022.1,,,,8.9,17.3,0,3.2
2010/8/25,Cobar,6.1,14.6,,7.993227011,S,33,SSE,S,,15,61.81004586,63.87577976,1021.4,,,,9.6,,0,0
2015/3/15,Canberra,-0.5,,5.694960464,7.993227011,,35,SE,SSW,11,24,66.19140489,68.7578152,1018.9,1015.1,1,8,4.9,9.4,1,0.4
,,18.5,32,,11.8,ESE,,E,E,13,11,,61.70913309,1019.7,1016.6,5,,,31.2,0,0
2014/2/18,Williamtown,20,,8,7.6,SSW,43,,ESE,22,24,61.82607743,56.47524774,1010.1,1009.7,5,7,22.3,23.3,0,0
2013/12/16,Launceston,,,,7.993227011,N,19,,NW,2,7,72.91529715,72.73053375,,1019.8,4.167265902,,6.1,14,0,0
,Sale,13,25.2,5.694960464,7.993227011,,37,ENE,,9,28,57.52104358,,1019.7,1017.3,4.167265902,,19.6,24.6,0,0
2008/10/20,Launceston,,26.6,5.694960464,7.993227011,NNW,37,WNW,NW,4,,,,1014.5,1011.3,4.167265902,4.27812027,19.6,,0,0
2016/5/23,,22.2,31.4,3.4,4.5,SW,72,WNW,NNE,9,,63.94021988,52.69172096,1014.4,,6,7,24.2,29.1,0,35.2
2011/6/28,Moree,21.1,,7.8,,NE,39,NE,NW,26,11,45.19954427,54.29905588,1015.8,1013.5,7,7,,30.3,0,0
2010/12/14,AliceSprings,6.1,29.1,6.6,11.3,ESE,41,NE,SE,9,24,11.77807145,48.07459596,,1017.6,,1,20.7,,0,0
,,,10.6,,,SE,41,,ESE,,24,71.37338146,74.56228745,1023.2,1020.2,7,8,6.8,9.8,0,0.2
,Witchcliffe,11.2,,5.694960464,,SW,35,SW,WSW,15,19,52.06864231,60.14369412,,1019.2,4.167265902,,,,1,0.4
2009/3/16,Moree,16.8,33,6.6,,NNE,,ENE,,15,11,37.30854044,67.60394143,1016.6,1012.6,2,5,22.5,31,0,0
2010/12/24,Cairns,21.2,30.4,,10.1,SE,41,,ESE,,26,,52.05843495,1018.5,1014.2,4,1,25.4,27.9,0,0
2017/2/17,GoldCoast,19.7,29.2,,7.993227011,ESE,28,SSE,ESE,,,62.04320702,47.60867013,1019.4,1016.9,4.167265902,,27,,0,0
2011/2/8,,6.8,14.6,2.6,6,E,,SE,,15,,55.85649842,63.506428,,1016.1,4.167265902,4.27812027,,13.5,0,0.2
2012/7/19,Brisbane,16.4,26.6,5.4,10.8,ENE,,SSW,ENE,6,9,53.35611781,58.6720782,1020.8,1018.1,2,1,,25.5,0,
2015/1/8,MelbourneAirport,17.2,33.7,9.2,8.7,N,74,N,N,46,43,36.14173138,56.6151217,1008.8,1008.2,7,7,24.7,31.5,0,
2011/11/8,Nhil,,34.1,5.694960464,7.993227011,S,46,SW,WNW,15,9,33.72156093,66.57036205,1008.2,,4.167265902,4.27812027,18.9,32.2,0,0
2015/8/20,,,17.7,5.694960464,7.993227011,N,15,,,0,6,52.47008053,,,1015.465952,,4.27812027,6.3,,0,0
2010/9/29,,9.2,13.5,,1.2,,35,ESE,S,9,17,96.1857143,36.42203001,,1016.1,7,8,,9,0,4.4
2017/2/17,Sale,12,,3,1,,,E,,7,37,61.17807533,,1020.2,,4.167265902,7,,,0,
2009/6/3,Hobart,9.3,,5.8,4.8,NW,,NW,NW,,,46.50045001,46.65225415,1007.8,1003.9,6,7,16.1,18,0,
2010/9/7,Wollongong,16.6,22.8,5.694960464,7.993227011,SSW,,SSW,SSE,20,19,48.48280701,53.07182994,,1008.3,3,4.27812027,19.3,22.3,0,0
2011/10/24,WaggaWagga,12,21.4,5.694960464,7.993227011,W,37,WNW,,11,,41.01870303,78.88560139,1016.4,1016.7,1,,,,0,0
,Launceston,-0.4,12.1,5.694960464,7.993227011,NW,19,E,NW,,7,74.89090562,,1027.8,1023.6,4.167265902,4.27812027,2.3,,0,0.2
,,19,24.6,6.8,,,39.38314977,E,,19,,71.51957623,55.00494839,,1016.6,,,21.5,22.2,0,0
2017/4/5,,9.7,26.9,,,,,SW,E,7,7,45.92984161,69.57076965,1022.8,,4.167265902,4.27812027,15,,0,0
2013/12/23,Sale,11.3,22.3,5.6,0,W,50,,E,0,24,80.2190977,,1007.3,,8,8,17,20.2,0,
2015/2/16,,5.7,13.2,1,4.1,,31,,SSW,2,17,66.21626238,69.61372132,1011,1012.4,7,4,8.7,13.2,0,4.2
2009/12/23,GoldCoast,20.5,27.9,5.694960464,7.993227011,NNE,35,,NE,,24,67.84421536,54.15358183,,1016.5,4.167265902,4.27812027,24.8,25.6,0,
,Katherine,14.9,35.7,4,7.993227011,ESE,,ESE,NE,7,11,47.9172604,51.11700786,1012.8,,0,,,35,0,0
2016/9/8,PerthAirport,16.1,25,7,,SW,54,N,WSW,7,31,,55.73056314,1012.9,1015,1,7,22.4,23.7,0,
2016/7/31,SalmonGums,10.9,25.7,5.694960464,,S,50,SSW,S,,28,41.75945796,54.83829523,1018.03427,1015.465952,4.167265902,4.27812027,20.2,22.9,0,0
2015/5/23,Sydney,,26.2,5.8,2.6,ENE,33,ESE,ENE,9,24,52.06864231,60.14369412,1018.5,1013.9,,4.27812027,20.9,,0,
,Cobar,1.8,16.2,4.6,7.993227011,SW,,SSW,SSW,11,,30.02153408,61.67854193,1024.1,1021.1,0,1,8.9,15.9,0,0
,Albury,14.4,23.3,5.694960464,,,35,SE,NE,22,13,78.90788181,44.11902635,1015,1014.3,4.167265902,4.27812027,17.4,19.5,1,12
2015/8/21,,21.6,23.5,5.694960464,7.993227011,ESE,30,WNW,ENE,11,20,,53.07974762,1019.8,1015.6,4.167265902,,21.7,22.1,0,8
2015/11/23,Brisbane,17.1,21,,0.4,WNW,28,,W,4,15,69.31869117,70.34320267,1013.2,1009.3,8,7,19.3,19.2,1,
2010/4/29,Portland,,12.6,2.4,0,N,28,,NNW,17,13,63.16680742,,,1013.9,7,8,7.5,12.4,0,1.2
2017/5/15,BadgerysCreek,,29.9,5.694960464,7.993227011,W,52,SE,ESE,,17,56.73930741,,1006.2,1002.7,4.167265902,4.27812027,,28.5,1,3
2015/1/7,,,18.7,1.8,7.993227011,SSE,28,E,W,,15,,50.70937775,1024.7,,4.167265902,,15.4,18,0,0
2016/10/16,Moree,4.1,,9,,SSW,46,,SSW,19,31,,56.77957442,1022.2,1019.9,3,3,,20,0,0
2015/9/17,Adelaide,15.8,33.3,20,7.993227011,WNW,,SW,,6,15,,,1013.3,1009.7,4.167265902,,22.2,32.5,0,0
2011/3/2,Bendigo,6,21.1,5.694960464,,S,35,WNW,SSE,6,20,,,,1013.1,4.167265902,,17.6,19.7,0,0
,MountGambier,11.3,16.9,,0.3,SSW,28,,SSW,,,61.91451629,51.62723888,1027.8,1025.9,8,7,13.9,15.3,0,0
2015/8/5,NorahHead,17.2,19.6,5.694960464,,SSW,70,,S,35,33,,55.93546772,,1016.3,,4.27812027,18.5,19,0,0
,,11.2,29.5,5.694960464,,WSW,35,NW,W,6,20,,66.64378893,1020.9,,4.167265902,2,18.2,,0,0
2011/9/3,,15.6,28.6,5.694960464,,S,50,SE,SSE,20,19,,59.08474101,1018,1015.3,4.167265902,4.27812027,21.3,27.5,0,0
,Sydney,12.6,24.2,7.2,12.3,W,39,WSW,,24,13,40.97949509,52.24910715,1018.03427,1015.465952,0,,16.4,,0,3.8
2010/3/28,Canberra,,27.4,5.694960464,,ENE,39,SE,,6,9,,79.78976514,,1017.4,4.167265902,4.27812027,14.6,25.7,0,
2017/6/9,Nuriootpa,1.2,12.2,2.2,2.4,WSW,,,SW,,9,66.17425479,,1021.7,1019.2,,4.27812027,9.3,11.5,0,0
2017/2/18,,11.8,18,,,,56,NNW,S,20,9,,55.44202214,995.9,,7,,,,1,4.2
2010/10/15,,6.5,30.3,5.6,,SW,,,SW,0,,8.617557404,,1015.9,1012.8,6,6,21.6,,0,0
2014/1/13,Brisbane,21.5,29.4,8.4,3.6,SSE,28,SE,E,7,13,60.24482289,47.99032558,,1011.9,6,,27,27.2,0,0.4
2008/7/20,WaggaWagga,10.6,25.9,7.6,13.4,E,31,ENE,SSE,17,6,,59.30357306,1014.5,1012.8,1,,17.8,24.8,0,0
2009/4/20,,,17.7,5.694960464,7.993227011,S,39,,,22,20,53.78010661,52.09453132,1027.6,,4.167265902,4.27812027,,17.5,0,
2010/9/27,Ballarat,8.6,,5.694960464,7.993227011,WSW,,WSW,WSW,28,33,44.94049015,68.56819014,1008.2,1012.4,,4,13.8,,0,0
2014/10/26,Walpole,14.4,24.7,5.694960464,7.993227011,SSW,31,,SSE,11,15,67.76576643,53.3884237,1015.2,,,,21.3,,0,
2016/7/15,NorfolkIsland,14.9,19.1,3,2.2,ENE,54,ENE,E,28,31,87.46782635,40.39828428,1017.3,1012.6,7,8,17.5,16.6,0,43
2011/11/6,Penrith,17.8,34,5.694960464,,NW,52,SE,WNW,6,26,24.55035751,,1018.03427,1015.465952,4.167265902,,,32.9,0,0
2011/1/6,SydneyAirport,13.4,23,4,10.8,WNW,26,NW,SSE,13,19,57.19099869,55.44084518,,1019.3,1,1,19.3,21.6,0,0
,Portland,8.4,12.4,1.6,5.2,WSW,80,NNW,NW,30,35,,,1001.1,1000.2,4,,9.3,9.8,1,
2014/11/7,Townsville,17.8,33.2,10.2,10,SSW,46,SSW,,31,20,8.590119618,39.34691249,1014.5,1009.4,0,0,25.4,31.1,0,0
2016/12/15,,13.3,,4.2,0,ENE,,,S,9,9,87.63581182,,1023.3,1020.6,6,,15.6,17.7,0,20.2
2013/12/27,,6.1,19.9,1.4,9.1,WSW,31,,SSW,20,15,54.51833343,60.30799295,1027.7,1026.8,0,2,11.9,18.6,0,0.2
,Mildura,20.7,41.6,12,10.9,,35,SSE,WSW,11,19,12.42298652,,1010.8,1007.6,1,,28.6,40.7,0,0
2014/12/17,Williamtown,8.7,22.2,2.8,,E,26,NW,NE,7,15,,79.35965734,1029.4,1026.1,4,1,14.3,21.2,0,
2015/6/8,,4.3,17.3,5.694960464,7.993227011,W,,W,SSW,7,11,35.73928565,55.32549243,1018.1,1018.1,4.167265902,4.27812027,,16.4,0,
2014/2/1,,19,26.7,5.4,3.7,E,44,SE,ENE,13,,55.97920137,53.84063745,1021.8,1018.9,,6,21.8,25,0,0
2010/12/25,MelbourneAirport,11.5,24.1,5.2,8.2,NNE,56,N,N,31,,,58.31444887,1027.1,1022.6,7,6,17.9,23.4,0,
2009/5/6,Richmond,15.2,,5.694960464,7.993227011,WNW,37,,NNE,0,13,53.24104285,85.9238304,1018.9,1015.9,8,4.27812027,17.1,28.8,0,2.8
2011/3/5,AliceSprings,18.5,32.8,12,8.8,,41,E,SSE,22,17,23.97906508,,1007.7,1005.9,5,,27.8,31.6,0,
2016/7/2,,5.9,,2,0.1,,15,N,S,4,9,70.1379129,,1027.2,1021.9,7,7,7.5,12.8,0,4.4
2016/1/17,Williamtown,16.7,28,7.2,,ESE,39,WNW,,9,22,53.83548219,67.19244229,1016.6,,,1,,,0,0
2010/3/14,Launceston,-2.4,,5.694960464,7.993227011,NW,,,NW,0,,64.03890124,78.83181708,1028.4,1028.3,4.167265902,4.27812027,0.4,13.2,0,0
2016/9/25,,,15.2,5.694960464,7.993227011,W,,WNW,WNW,20,22,52.60607551,45.18358634,1012.9,,4.167265902,4.27812027,,12.5,0,0
2015/4/7,Moree,19.7,,,5.3,NNE,48,NNE,NNW,,19,35.98123502,59.01635766,,1010.5,7,7,24.2,29.6,0,
2009/5/1,,,22.3,5.694960464,7.993227011,NNE,39,,NNE,,20,56.16296006,85.09071981,1018.3,1010.3,4.167265902,4.27812027,13.8,,0,0
2012/7/26,,10.1,22.7,5.694960464,7.993227011,,,SSW,,17,26,50.91178763,55.44202214,1009.9,1009.9,8,8,16,18.7,0,0
2017/5/7,Ballarat,13.2,17.5,5.694960464,7.993227011,S,41,SSW,SSW,,24,51.87315418,,1017,1020.1,8,7,13.3,16.1,0,
,Bendigo,,14.4,0.8,7.993227011,S,46,SW,S,17,22,,67.09538617,1010.2,1012.4,5,,,12.7,0,0
2015/7/29,,11.7,27.6,5.694960464,7.993227011,NW,43,WSW,W,,19,21.16384656,47.73902974,1018.03427,,4.167265902,,20,26.6,0,0
2013/9/25,Canberra,13.5,22.3,5.694960464,7.993227011,NE,37,NE,NE,9,19,67.01807705,70.85407484,1012.7,,8,8,14.7,22,1,
2013/1/23,,15,34,5.6,7.993227011,N,,ENE,,7,,,57.40411209,1015.1,,,4.27812027,,22.15705867,0,0
2017/3/26,Darwin,,32.9,6.4,11,,33,,,11,24,54.39446833,,1013.8,1009.7,,1,,,0,0
2014/7/13,,5,20.6,5.694960464,7.993227011,S,31,S,SSE,20,,35.24494409,,1026.5,1023.1,4.167265902,4.27812027,10.6,,0,0
2012/9/24,Tuggeranong,-0.5,17.1,5.694960464,7.993227011,NW,24,WNW,N,6,11,,62.6186892,1014.5,1009.3,,4.27812027,,16.8,0,21.8
2016/1/24,Bendigo,16.9,23.4,,7.993227011,NE,43,ENE,NE,,30,45.57277758,,,1011.1,7,7,17.8,23,0,32.4
2014/1/25,Nhil,1,11.9,,7.993227011,NW,17,NNW,W,6,6,62.45141737,,1024.9,1023,,4.27812027,3,10.5,0,0
2012/10/30,,8.7,20.6,,,,,W,,19,17,,57.47509825,1026.1,1024.4,,1,14.1,18.9,0,0
2015/6/9,Woomera,,36.4,12.4,12,NW,33,NNW,,17,,,,1016.4,,1,6,29.1,34.6,0,0
,Cairns,,33.4,7.6,,SE,48,WSW,ESE,6,28,44.45889229,,,1007.2,2,,26.6,33,0,
2015/11/23,Canberra,5.6,14.2,2.4,5.6,NW,52,NW,WNW,28,,63.58238283,,,,6,7,,10.5,0,
2013/7/25,NorahHead,20.5,26.9,,7.993227011,S,44,,,4,11,80.04071965,70.00538064,1016.3,1013.9,4.167265902,4.27812027,,26.7,0,34
2015/9/26,PearceRAAF,18.3,40.5,,,E,50,ENE,WSW,24,30,15.29104828,,1013.5,,,4.27812027,,39.9,0,0
,,23.6,28.8,2.6,8.6,NNE,,NNE,NNE,,35,,53.2405969,1016.7,1014.3,,5,26.8,,1,0.4
,BadgerysCreek,,20.4,5.694960464,7.993227011,SW,20,SW,S,,9,82.6041616,59.34067294,1016.5,1016.7,4.167265902,4.27812027,,18.4,1,1
,Williamtown,9.6,23.5,2.8,6.4,NW,20,,N,15,6,64.69970883,72.29384942,1013.3,1007.3,4,6,15.1,,0,0.4
2014/12/16,SalmonGums,6,19.4,5.694960464,7.993227011,,28,,NW,13,,,61.74811597,1018.03427,1015.465952,,4.27812027,14,18.6,1,0
2012/11/2,,6.2,27.1,,11.5,WNW,43,ENE,W,7,19,22.33031126,58.30039015,1015.5,1012.5,,7,13.8,,0,0
2014/12/9,NorfolkIsland,18.9,22.9,7.6,,E,44,ESE,ESE,19,17,,47.02628382,1021,1020.6,7,7,,21.2,0,
2012/2/15,Woomera,,33,19,13,SSW,48,SSE,SW,17,11,32.84131917,66.31105253,,1012.1,6,,21.7,,0,0
2013/11/7,CoffsHarbour,16.9,,3,11.8,WSW,26,SW,ESE,,17,55.84631624,,1017.3,1015.9,6,,,24.1,1,
2016/1/1,GoldCoast,12.8,23.1,5.694960464,7.993227011,SSW,24,S,ESE,9,,55.52924278,51.77280041,1018.2,1015.1,4.167265902,4.27812027,18.7,21.5,0,0
2010/2/16,MelbourneAirport,18.7,32.4,,5.4,,41,ENE,S,9,,,49.70133034,1012.4,1011.7,7,7,26.8,,0,0.8
2009/12/16,Adelaide,7.6,15.8,5.694960464,7.993227011,WSW,,NNW,WSW,7,15,,77.09676736,1025.5,1023.9,4.167265902,4.27812027,9.8,15.3,0,0.4
2013/5/12,NorfolkIsland,17.6,22.9,5.694960464,7.993227011,NE,56,,E,20,26,74.94099647,,1018.7,1014.9,8,8,20.4,20.4,1,20.8
,Sydney,,24.2,2.4,5.2,,24,W,NE,15,11,54.88529659,68.99766615,1022,1017.4,4.167265902,4.27812027,,,0,0
2016/10/17,Wollongong,,24.3,5.694960464,7.993227011,NE,46,ENE,NE,9,37,68.96352435,56.73294489,1017.9,,4.167265902,4.27812027,22,,0,0
2010/7/1,SydneyAirport,20.8,24.9,,9.8,,54,S,SSE,,33,60.68822552,,1014.9,,3,5,,,0,6.2
2009/10/10,,6.6,22,5.694960464,7.993227011,NW,31,E,N,2,,49.60027037,72.20192716,1021.1,1018.1,,4.27812027,11.3,20.5,0,
,Adelaide,10.4,,5.694960464,7.993227011,SW,,WNW,W,17,24,68.53152295,66.42070528,1015.8,1016.3,4.167265902,4.27812027,13,15,1,3.4
,,9.8,22.2,,9.2,S,44,SE,SE,19,24,,61.94080584,1019.2,1017.2,6,4,14.3,20.2,0,0
,,13.4,31.1,5.694960464,7.993227011,SE,65,ESE,,17,20,46.44239754,67.6647331,1015.8,1012.1,0,1,19.5,29.7,0,0
2013/5/8,Nuriootpa,14.7,33.9,,10.7,,,,,,19,21.17723341,,1018.7,1016.1,,5,22.3,33.4,0,0
2012/11/24,Melbourne,17.1,23.1,14.2,6.2,,39.38314977,WSW,WSW,17,17,53.60366172,,1012.3,1012.4,4.167265902,4.27812027,17.6,21.7,0,0
2009/1/11,Brisbane,13,22.7,3.6,9.1,NE,24,WSW,,6,7,57.68644514,58.32341222,1028.4,1024.9,2,1,16.8,20.5,0,0
,Albany,10,21,3.6,,,39.38314977,NE,E,,26,64.06598072,60.77933196,1024,1021,1,1,13,,0,0
2009/9/5,,5.9,15,3.6,5.2,WSW,54,WNW,WSW,22,26,82.42325645,49.00436065,1016.3,1014.4,6,6,9.6,14.2,0,2
2010/11/23,Perth,13.4,22.9,,,SW,37,SSE,SSW,13,,42.30953309,56.81478867,,1021.2,5,1,19.4,,0,0
2010/8/11,Melbourne,8.5,16.3,,7.7,,26,W,S,9,6,51.41362794,62.22989456,1014,1011.5,,6,11.3,,0,0
,Canberra,,,,,NNW,69,NNW,W,33,,39.78501833,33.37389544,1004.4,1009.9,4.167265902,8,19.1,14.7,0,
2012/2/14,Woomera,7.8,16.5,7.2,9.8,W,54,W,WSW,,33,37.73566541,69.70644602,1017.3,1016.5,6,1,11.2,15.5,0,0
2013/7/25,MelbourneAirport,8.2,12.7,2,0,SSE,37,,S,,20,84.5430909,49.94299185,,1020.4,7,8,10.5,,0,3.8
2016/8/10,,13.1,20.7,3.6,2.2,ESE,30,SSW,ESE,4,9,72.59309615,46.87817533,,1027.5,,7,17.6,,0,5.2
2016/12/24,,,23.4,3.2,10.6,,30,ENE,E,,7,41.09800541,70.071715,1025.6,1021.8,0,,14.7,22.8,0,0
2011/10/6,Woomera,16,29.7,16,8.9,SE,30,SSE,,20,7,34.32212885,69.34584765,1015.1,1012.4,1,7,18.7,28.3,0,0
2010/5/29,,12.6,19.6,5.694960464,,S,33,S,S,,15,61.21584318,58.48779744,,1010.7,4.167265902,4.27812027,14.6,18.6,0,0
2013/12/1,,20.9,27.1,5.694960464,,SE,46,SE,SE,11,33,75.90488899,51.98407396,1020.3,1018.7,,4.27812027,24.8,,0,1
2011/3/28,Tuggeranong,0.8,15,5.694960464,,S,33,,SSW,,7,53.04436289,74.23860146,1022.3,1020.7,4.167265902,4.27812027,5.9,13.9,0,0
,MountGambier,,30.3,,10.7,S,37,SSE,SSE,26,20,47.65948384,75.80845967,1016.4,1014.7,7,3,17.9,28.2,0,0
2012/6/12,MountGinini,2,6.2,5.694960464,7.993227011,WSW,48,WSW,WSW,22,20,95.61460299,54.89515025,1018.03427,1015.465952,4.167265902,4.27812027,,2.4,1,1.2
2014/11/22,Mildura,15.8,37.1,8,13.3,NE,,NE,NW,22,9,25.77650534,54.15509295,1013.6,1011.6,1,3,25.5,,0,0
,Sydney,12.7,20.3,5,10.6,W,26,S,,11,17,47.47293325,55.99809792,,1029.2,,1,17.5,18.5,0,0.2
2012/11/12,,11.1,24.3,5.694960464,,SSW,50,W,,15,19,,58.1330593,,1015.465952,4.167265902,4.27812027,19.3,22.6,0,2.2
2010/8/4,Witchcliffe,2.1,21,5.694960464,7.993227011,SSE,28,ENE,ESE,4,,50.89222251,76.35590313,1030.8,,4.167265902,,12.1,19.9,0,0
2016/11/15,Wollongong,11.4,18.8,5.694960464,7.993227011,N,19,SW,NNE,,9,62.11224256,58.73849361,1035.5,,4.167265902,4.27812027,16.5,18.3,0,0
2017/5/21,Launceston,17.2,,,7.993227011,WNW,43,NW,NNW,6,17,,43.32493978,1003,1004.6,4.167265902,4.27812027,20.4,,0,13
2014/7/5,Sydney,,30.7,7.2,4.9,,41,WNW,SE,,20,57.50251405,70.69442671,,1014.3,7,6,22.9,,0,
,Sydney,,24.8,3.2,10.2,,39.38314977,,NE,2,17,26.94064154,57.27985421,,1013.1,0,1,,,0,
2009/9/18,Uluru,5.1,23.1,,7.993227011,NE,35,SE,,13,13,42.28556125,59.92071834,1019.3,1015.8,4.167265902,4.27812027,,21.3,0,
2015/12/3,Launceston,5,24.6,5.694960464,7.993227011,NW,20,,,0,13,54.69580104,67.47858299,1018.03427,1015.465952,4.167265902,4.27812027,11.4,24.1,0,0.4
2013/5/8,Brisbane,23.5,31.1,8.6,10.1,E,35,E,ENE,15,11,57.13894023,50.75511998,,1010.1,3,3,28.1,29.8,0,0
2014/11/23,SydneyAirport,15.5,24.2,6.4,9.3,,33,WSW,E,,22,46.56540568,59.68714881,1026.4,1024.1,4,3,19.4,22.5,0,
2010/4/18,Penrith,12.6,19.4,5.694960464,7.993227011,,54,SSW,SSW,22,11,,57.13478023,,1015.465952,,4.27812027,14.9,17,1,
2015/7/14,Cobar,21.3,34,,7.993227011,SSE,37,E,SE,19,,32.71085617,,,,,1,24.3,,0,0
2016/5/25,Walpole,18.5,24.4,5.694960464,,,35,,,17,19,64.50888381,56.33814797,1011.7,1010.3,4.167265902,4.27812027,21.1,23.3,0,0.2
2017/2/7,,23.7,31.9,7.6,3,,48,SE,E,22,,,54.02668699,1012.9,1009.6,7,6,25.7,30.9,0,
2012/9/20,Brisbane,22.6,33,9.8,10.8,E,30,,ENE,6,13,41.12626347,49.88343888,,1010.2,2,2,27.1,30,0,0
2015/6/19,Launceston,,20.9,5.694960464,7.993227011,NW,50,,NW,15,31,,,1013,1009.4,4.167265902,4.27812027,13.9,20,0,0
2014/10/29,,6.4,,5.694960464,7.993227011,S,,SSW,W,22,9,85.38875754,33.87722275,,1025.4,4.167265902,4.27812027,13.8,12.9,0,1.2
2015/12/30,PerthAirport,19.3,35.5,10.8,13.1,E,,,E,31,,,54.1169969,,1011.8,1,1,27.3,,0,
2015/9/26,Wollongong,15.3,22.3,5.694960464,,,43,NNE,NE,6,33,73.46642885,60.52712781,1026.5,1024.9,1,,19.7,,1,0
2015/9/10,Sale,5.8,24.8,3.4,,,35,NW,,,20,43.46928017,,,1019.9,,4,11.9,24.8,0,0
,Launceston,7.4,18.6,5.694960464,7.993227011,,44,NNW,,15,,67.15911822,56.25313302,1018.03427,1015.465952,4.167265902,4.27812027,14.3,17.7,0,0
,CoffsHarbour,18.1,26.2,4.1,7.993227011,SW,33,SW,SSE,,17,68.38223138,61.33301012,1019.7,1017.9,7,,20.9,24.7,0,
2012/5/6,Adelaide,9.4,,,7.993227011,NNW,44,,NW,,26,,,1027.2,1023.8,,,,,0,
,Williamtown,,,4.2,,SSE,48,NW,,17,28,58.59940282,,,1009,1,2,18.6,21.9,0,
2015/10/2,Bendigo,2.3,,0.6,7.993227011,N,20,,,2,13,73.51691584,74.23849191,1027.2,,,8,6,12.3,0,
2010/11/29,Penrith,16.9,19.4,5.694960464,7.993227011,SSE,24,SSW,S,,7,89.9606918,56.1100327,1018.03427,1015.465952,4.167265902,4.27812027,,18.8,1,43.4
2014/4/7,Mildura,,17.8,2.2,,NNW,30,N,NW,11,19,45.04557489,79.79991035,1014.9,,,3,7.7,17.3,0,0
,SydneyAirport,,,4,8.6,,54,W,,9,,29.31529354,62.07495143,1005.6,1004,1,1,17.6,,0,0
2011/5/18,Adelaide,,29,9.6,,SW,50,SW,SW,9,24,38.13852762,63.94182563,1009.3,1007.4,4.167265902,,,27.8,0,0
2011/1/7,,13.6,17.8,1,0.9,NNW,,N,NNW,7,9,56.39197446,55.9459924,,1019.7,7,7,,17.2,0,0
,Richmond,,18.7,5.694960464,7.993227011,,19,,,0,,48.20326521,,,,4.167265902,4.27812027,8,18.3,0,0
2012/4/12,,8.4,,5.694960464,7.993227011,WSW,,S,SW,17,,34.9085597,,1019.5,1019,4.167265902,4.27812027,,20.7,0,0
2015/5/16,Hobart,8.6,,,5.7,SE,30,NE,SE,11,20,,,,1014.2,7,5,,15.7,0,0.4
2017/6/15,SydneyAirport,20,36.4,,,NNE,,,NE,13,30,23.68647008,49.35821111,1023,,1,1,25,32.5,0,0
,Williamtown,12,,5.694960464,,SE,50,NE,ESE,13,33,54.41456281,50.91659533,1024,1022,4.167265902,,22.5,25.8,0,0
2014/11/14,Canberra,14,23.2,5.694960464,7.993227011,,30,ESE,ESE,11,7,,63.721284,1020.3,,8,,15.9,20.9,0,0
2009/10/5,Sydney,19.5,26.7,7.4,,NE,50,,NE,6,30,56.43647778,,1017.9,1013.6,3,1,23.2,26.1,0,0
2013/9/13,Penrith,10.6,23.1,5.694960464,7.993227011,ESE,17,E,SW,4,6,54.46258714,81.81341961,1018.03427,,4.167265902,4.27812027,15,22.7,0,0
2013/10/25,SalmonGums,,,5.694960464,7.993227011,,44,,S,24,28,43.11539713,63.35077284,1018.03427,1015.465952,4.167265902,4.27812027,20.1,,0,
2015/10/2,,,32.5,7,,NE,,NW,,7,17,50.64549986,62.70181522,1012.5,,2,1,,30.5,0,0
,Canberra,8.1,,,,SSW,41,S,WSW,,,58.24703242,51.61892383,1009.5,1006.7,4.167265902,8,13.8,17.6,0,0
2015/10/26,Mildura,20.4,39.6,,,,,SW,,,19,22.18200739,65.27285093,1011.8,,7,3,21.7,37.4,0,25.8
2014/5/6,PearceRAAF,8.2,15.8,5.694960464,,E,44,E,,17,,47.89253591,71.60548951,1033.1,,7,2,,14.8,0,
2016/5/26,Newcastle,16.4,39.2,5.694960464,7.993227011,,39.38314977,,NW,0,15,30.02742491,79.09517441,1018.03427,1015.465952,0,4,23.5,,0,0
2012/2/19,Sydney,15.7,22.9,3.4,2.4,ENE,33,S,NE,,15,63.85063878,70.2082834,1030.2,1027.5,7,7,,22.3,0,1
